Track,Artist,Album,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity
Angels Don't Kill - Live in London,Children Of Bodom,Hellhounds on My Trail,2007,351400,4,0.258,0.903,5,-4.125,1,0.044,0.000597,0.0373,0.655,0.259,92.581,3
Are You Dead Yet?,Children Of Bodom,Are You Dead Yet?,2005,234880,4,0.466,0.967,8,-3.001,1,0.0515,0.00000621,0.198,0.305,0.294,95.998,57
Bodom After Midnight,Children Of Bodom,Follow The Reaper,2021,224173,4,0.455,0.986,10,-4.042,1,0.142,0.0000533,0.735,0.199,0.276,134.063,41
Downfall,Children Of Bodom,Hatebreeder,2008,280546,4,0.44,0.952,3,-3.691,1,0.0572,0.00115,0.896,0.0925,0.246,99.538,47
Everytime I Die,Children Of Bodom,Follow The Reaper,2006,243000,4,0.422,0.912,7,-3.111,0,0.0409,0.0000272,0.337,0.101,0.336,104.066,47
Follow The Reaper,Children Of Bodom,Follow The Reaper,2000,227493,4,0.392,0.948,2,-3.466,1,0.07,0.0000418,0.717,0.665,0.296,95.896,43
Hate Me,Children Of Bodom,Follow The Reaper,2008,284733,4,0.447,0.977,2,-3.491,1,0.0582,0.0000766,0.411,0.103,0.415,93.997,44
In Your Face,Children Of Bodom,Are You Dead Yet?,2008,255973,4,0.496,0.988,7,-3.444,1,0.0719,0.0000163,0.556,0.0339,0.293,115.056,47
Lake Bodom,Children Of Bodom,Something Wild,2008,241800,4,0.236,0.994,6,-3.99,0,0.2,0.0000275,0.36,0.311,0.185,147.276,38
Sixpounder,Children Of Bodom,Hate Crew Deathroll (US Editiion),2005,204333,4,0.429,0.881,2,-4.92,0,0.0429,0.00000386,0.525,0.321,0.413,152.029,30
Am I Demon,Danzig,Danzig,1990,297293,4,0.373,0.924,1,-9.1,0,0.0553,0.00011,0.00776,0.0836,0.347,135.02,51
Dirty Black Summer,Danzig,Danzig III: How The Gods Kill,1992,312640,4,0.399,0.928,7,-7.829,0,0.126,0.00693,0.000248,0.335,0.128,109.112,40
Her Black Wings,Danzig,Danzig II: Lucifuge,1990,287240,4,0.585,0.671,4,-10.897,1,0.0466,0.0118,0.0000812,0.104,0.49,146.287,45
How The Gods Kill,Danzig,Danzig III: How The Gods Kill,1992,356400,4,0.303,0.27,3,-12.003,0,0.031,0.0147,0.00401,0.0661,0.0461,89.386,48
Mother,Danzig,Danzig,1993,204866,4,0.365,0.763,11,-9.45,0,0.0591,0.00726,0.000457,0.0865,0.342,148.366,71
She Rides,Danzig,Danzig,1988,310986,4,0.582,0.609,9,-10.689,1,0.0463,0.000115,0.000795,0.378,0.29,110.961,45
The Hunter,Danzig,Danzig,1995,211533,4,0.47,0.808,4,-9.941,0,0.0405,0.000316,0.00503,0.149,0.474,146.748,34
Twist Of Cain,Danzig,Danzig,1988,258360,4,0.527,0.664,1,-9.201,0,0.0615,0.00746,0.000611,0.0973,0.357,119.282,50
Black Night,Deep Purple,The Very Best of Deep Purple,1970,207466,4,0.498,0.787,9,-11.039,1,0.0731,0.165,0.523,0.17,0.811,134.595,41
Burn - 2004 Remix,Deep Purple,Burn (Expanded 2005 Remaster),1974,363000,4,0.342,0.933,0,-4.241,1,0.053,0.0227,0.0668,0.38,0.496,97.947,15
Child in Time,Deep Purple,Deep Purple in Rock,1970,620000,4,0.338,0.461,9,-10.74,0,0.0396,0.17,0.564,0.0927,0.351,126.698,44
Highway Star,Deep Purple,Machine Head,1972,368000,4,0.298,0.895,9,-7.647,0,0.0547,0.0283,0.00574,0.305,0.544,173.737,55
Hush,Deep Purple,"When We Rock, We Rock and When We Roll, We Roll",1968,266240,4,0.587,0.616,5,-14.234,1,0.0486,0.246,0.162,0.079,0.473,108.838,40
Lazy,Deep Purple,Machine Head,1972,442000,4,0.356,0.66,7,-11.451,0,0.0632,0.196,0.587,0.0934,0.409,187.837,40
Perfect Strangers,Deep Purple,Perfect Strangers,1984,328000,4,0.521,0.721,2,-7.699,1,0.0254,0.00348,0.0113,0.391,0.611,97.578,62
Smoke on the Water,Deep Purple,Machine Head,1972,342000,4,0.632,0.586,0,-11.333,1,0.0284,0.0983,0.581,0.0535,0.89,114.243,62
Space Truckin',Deep Purple,Machine Head,1972,274000,4,0.624,0.815,9,-10.542,1,0.0425,0.00343,0.622,0.175,0.758,129.191,47
Stormbringer,Deep Purple,Stormbringer,1974,246000,4,0.338,0.831,11,-11.448,0,0.0649,0.0131,0.00000808,0.229,0.653,177.728,36
Animal,Def Leppard,Hysteria,1987,244000,4,0.583,0.921,11,-5.215,1,0.0468,0.00153,0.0178,0.188,0.613,119.526,67
Armageddon It,Def Leppard,Hysteria,1987,322000,4,0.65,0.921,9,-6.014,1,0.0359,0.000798,0.0298,0.134,0.648,119.8,51
Foolin',Def Leppard,Pyromania,1983,274000,4,0.607,0.787,9,-6.704,0,0.0277,0.000335,0.00773,0.111,0.479,113.795,60
Hysteria,Def Leppard,Hysteria,1987,354000,4,0.659,0.846,7,-5.508,1,0.0274,0.0318,0.0144,0.203,0.659,107.01,70
Let's Get Rocked,Def Leppard,Adrenalize,1992,295000,4,0.564,0.888,5,-6.763,1,0.0325,0.0109,0.0000668,0.177,0.526,91.989,46
Love Bites,Def Leppard,Hysteria,1987,346000,4,0.59,0.743,0,-7.078,0,0.0347,0.067,0.00093,0.0847,0.412,129.79,57
Photograph,Def Leppard,Pyromania,1983,247000,4,0.602,0.877,4,-6.606,1,0.0514,0.000327,0.634,0.0551,0.617,123.679,67
Pour Some Sugar On Me,Def Leppard,Hysteria,1987,267000,4,0.267,0.953,1,-4.899,0,0.096,0.00211,0,0.283,0.568,84.989,65
Rock Of Ages,Def Leppard,Pyromania,1983,247000,4,0.706,0.785,11,-7.666,0,0.041,0.00802,0.0319,0.195,0.636,105.898,48
Too Late For Love,Def Leppard,Pyromania,1983,266000,4,0.536,0.812,4,-7.38,0,0.0443,0.00306,0.000487,0.116,0.337,94.672,57
Flying High Again,Ozzy Osbourne,Diary Of A Madman,1981,284000,4,0.315,0.938,1,-6.264,1,0.086,0.00499,0.000056,0.19,0.527,125.277,53
I Don't Wanna Stop - Live,Ozzy Osbourne,Black Rain,2007,223000,4,0.404,0.987,5,-5.121,1,0.163,0.0183,0.0000338,0.983,0.239,137.097,26
Over the Mountain,Ozzy Osbourne,,1981,271000,4,0.493,0.866,0,-5.665,1,0.0976,0.00178,0.0000223,0.0775,0.489,131.06,53
Shot in the Dark,Ozzy Osbourne,The Ultimate Sin,1986,256000,3,0.581,0.791,6,-7.262,1,0.0324,0.00835,0.0000602,0.142,0.619,123.887,61
Don't Talk to Strangers,Dio,Holy Diver,1983,294600,4,0.348,0.798,2,-12.443,0,0.0654,0.0922,0.0224,0.113,0.238,132.281,44
Egypt (The Chains Are On),Dio,The Last in Line,1985,417800,4,0.287,0.667,2,-13.378,0,0.0527,0.381,0.0119,0.134,0.385,160.79,29
Holy Diver,Dio,Holy Diver,1983,353786,4,0.476,0.901,8,-6.751,1,0.0975,0.0642,0.158,0.0557,0.109,91.955,60
Rainbow in the Dark,Dio,Holy Diver,1983,256933,4,0.512,0.947,9,-5.659,0,0.0401,0.000692,0.114,0.0283,0.612,117.461,59
Rock 'n' Roll Children - 2016 Remaster,Dio,Sacred Heart (2016 Remaster),1985,273746,4,0.471,0.965,0,-5.056,0,0.0645,0.0012,0.00787,0.102,0.254,118.233,32
Stand Up and Shout,Dio,Holy Diver,1983,198173,4,0.485,0.936,4,-11.738,0,0.0669,0.00313,0.633,0.166,0.337,109.374,45
Straight Through the Heart,Dio,Holy Diver,1983,276373,4,0.484,0.947,11,-5.475,1,0.0467,0.016,0.00142,0.0691,0.571,94.517,41
The Last in Line,Dio,The Last in Line,1984,344933,4,0.286,0.895,9,-6.041,0,0.104,0.00209,0.141,0.0562,0.58,172.764,48
We Rock,Dio,The Last in Line,1984,275666,4,0.306,0.968,9,-5.597,0,0.0863,0.0000472,0.00172,0.373,0.368,154.138,43
Down with the Sickness,Disturbed,The Sickness,2000,279213,4,0.695,0.876,3,-4.262,0,0.0553,0.000996,0.00000689,0.106,0.941,89.954,75
Indestructible,Disturbed,Indestructible (Deluxe Edition),2008,278026,4,0.429,0.966,8,-4.605,1,0.0733,0.000209,0.124,0.371,0.525,179.956,68
Inside the Fire,Disturbed,Indestructible (Deluxe Edition),2008,231573,4,0.463,0.962,7,-6.43,1,0.0704,0.000233,0.109,0.0906,0.66,94.003,66
Land of Confusion,Disturbed,Rock Covers,2002,287066,4,0.553,0.991,8,-3.703,1,0.0925,0.0000444,0.0729,0.179,0.324,114.919,9
Stricken,Disturbed,Ten Thousand Fists,2005,245226,4,0.402,0.969,8,-2.825,1,0.181,0.0000914,0.0325,0.225,0.262,173.847,71
Stupify,Disturbed,The Sickness (10th Anniversary Edition),2000,274000,4,0.597,0.939,1,-3.001,1,0.0446,0.00108,0.0000977,0.201,0.422,98,52
Ten Thousand Fists,Disturbed,Ten Thousand Fists,2005,212040,4,0.54,0.977,1,-3.409,1,0.0876,0.0000255,0.0588,0.0533,0.211,106.907,63
The Sound of Silence,Disturbed,Covers the Rock Album,2015,248466,4,0.215,0.278,9,-9.359,1,0.031,0.464,0.0000011,0.102,0.178,166.388,1
Voices,Disturbed,The Sickness,2005,191866,4,0.612,0.972,10,-4.328,0,0.0919,0.000303,0.00277,0.0817,0.576,109.989,52
Warrior,Disturbed,Asylum (Deluxe Edition),2002,204826,4,0.549,0.969,1,-2.763,1,0.049,0.0000116,0.106,0.104,0.348,101.055,58
Alone Again,Dokken,Tooth and Nail,1985,260680,4,0.295,0.68,1,-6.126,0,0.0445,0.0197,0.000025,0.125,0.338,156.517,59
Breaking The Chains,Dokken,Breaking the Chains,1983,231706,4,0.523,0.832,4,-7.364,0,0.0508,0.00783,0,0.201,0.507,125.32,54
Burning Like A Flame,Dokken,Back for the Attack,1985,284533,4,0.488,0.927,7,-5.724,1,0.065,0.00169,0,0.361,0.409,138.241,35
Dream Warriors,Dokken,Back for the Attack,1987,288466,4,0.551,0.867,9,-7.853,0,0.0458,0.0246,0.00000293,0.201,0.359,117.52,46
Heaven Sent,Dokken,Back for the Attack,1986,292760,4,0.371,0.792,11,-7.895,1,0.0485,0.0267,0.00000303,0.316,0.51,186.062,36
In My Dreams,Dokken,Under Lock and Key,1986,260092,4,0.552,0.816,4,-9.819,1,0.0592,0.0217,0,0.105,0.57,121.845,54
It’s Not Love (Re-Recorded / Remastered),Dokken,Greatest Hits (Re-Recorded / Remastered Versions),1985,303386,4,0.691,0.717,6,-5.856,0,0.0457,0.0000626,0,0.071,0.695,115.034,13
Kiss Of Death,Dokken,Back for the Attack,1984,351466,4,0.417,0.924,9,-10.58,1,0.0803,0.00363,0.0019,0.619,0.213,145.752,41
The Hunter,Dokken,Under Lock and Key,1985,248173,4,0.542,0.896,7,-8.978,1,0.0488,0.0173,0.0000224,0.317,0.457,105.787,42
Black Fire - 2010 Remastered Edition,DragonForce,Valley of the Damned (2010 Remastered Edition),2003,347133,4,0.16,0.947,0,-3.578,0,0.0611,0.000347,0.0000155,0.333,0.262,97.448,25
Cry Thunder,DragonForce,The Power Within (Special Edition),2012,316146,4,0.268,0.966,11,-3.146,0,0.0719,0.000345,0.00000658,0.291,0.567,130.034,41
Dawn Over A New World,DragonForce,Sonic Firestorm,2012,312600,4,0.398,0.661,5,-7.172,1,0.0287,0.0206,0,0.149,0.244,79.931,35
Fury Of The Storm,DragonForce,Sonic Firestorm (2010 US Edition),2006,406826,4,0.216,0.903,4,-5.066,0,0.0839,0.0000399,0.245,0.356,0.21,199.864,45
Heroes of Our Time,DragonForce,Ultra Beatdown,2008,433920,4,0.138,0.987,2,-3.368,1,0.153,0.000101,0.00038,0.372,0.298,199.983,40
Operation Ground and Pound,DragonForce,Inhuman Rampage (Special Edition),2006,464720,4,0.401,0.943,2,-4.486,1,0.0757,0.00607,0.00427,0.169,0.165,100.028,36
The Last Journey Home,DragonForce,Ultra Beatdown,2008,492480,4,0.197,0.965,1,-4.01,0,0.117,0.000294,0.000149,0.209,0.344,151.364,24
Through the Fire and Flames,DragonForce,Inhuman Rampage,2006,441560,4,0.113,0.951,0,-4.743,0,0.129,0.00176,0.00718,0.334,0.139,200.024,61
Valley of the Damned - 2010 Remastered Edition,DragonForce,Valley of the Damned (2010 Remastered Edition),2003,432293,4,0.0918,0.97,7,-3.037,1,0.105,0.000912,0.000696,0.533,0.202,200.3,35
A Change of Seasons - The Crimson Sunrise,Dream Theater,A Change of Seasons,1995,1388720,3,0.306,0.806,4,-6.63,0,0.0562,0.000575,0.031,0.103,0.225,115.709,39
Another Day,Dream Theater,Images and Words,1992,263120,4,0.454,0.614,11,-10.41,1,0.0302,0.00223,0.0000116,0.0936,0.343,140.56,54
As I Am,Dream Theater,Train of Thought,2003,467826,4,0.514,0.95,7,-4.657,1,0.0725,0.0000109,0.0135,0.19,0.149,130.027,52
In the Name of God,Dream Theater,Train of Thought,2005,854733,4,0.316,0.857,5,-5.577,0,0.0599,0.000041,0.00175,0.0834,0.362,105.032,44
"Metropolis - Part I: ""The Miracle and the Sleeper""",Dream Theater,Images and Words,1988,572133,4,0.28,0.907,2,-9.29,1,0.0586,0.000104,0.00536,0.337,0.45,104.896,49
Panic Attack,Dream Theater,Octavarium,2005,493026,4,0.494,0.96,1,-5.478,1,0.126,0.0000393,0.00519,0.113,0.127,125.969,51
Pull Me Under,Dream Theater,Images and Words,1992,493933,4,0.532,0.941,9,-9.025,1,0.0465,0.000579,0.0527,0.15,0.278,102.198,60
Scene Eight: The Spirit Carries On,Dream Theater,"Metropolis, Pt. 2: Scenes from a Memory",1999,398266,3,0.321,0.544,2,-7.179,1,0.0364,0.293,0.0000111,0.11,0.283,127.284,52
Scene Four: Beyond This Life,Dream Theater,"Metropolis, Pt. 2: Scenes from a Memory",1999,682693,4,0.283,0.898,9,-6.029,1,0.0933,0.00789,0.00221,0.43,0.26,101.169,41
Scene Seven: I. The Dance of Eternity,Dream Theater,"Metropolis, Pt. 2: Scenes from a Memory",1999,373693,4,0.338,0.922,2,-6.783,1,0.0709,0.0107,0.877,0.515,0.526,122.311,49
37 Stitches,Drowning Pool,Full Circle,2007,229973,4,0.366,0.897,4,-6.359,1,0.0917,0.00141,0.000559,0.105,0.355,157.904,51
Bodies,Drowning Pool,Sinner,2001,201960,4,0.656,0.932,4,-3.405,0,0.0708,0.00347,0.00147,0.144,0.544,130.936,75
Feel Like I Do,Drowning Pool,Drowning Pool,2001,213133,4,0.383,0.989,9,-3.256,1,0.118,0.000347,0,0.32,0.46,180.048,43
Pity,Drowning Pool,Sinner,2001,172573,4,0.615,0.966,7,-3.729,1,0.0716,0.000137,0.0184,0.149,0.428,111.94,41
Sinner,Drowning Pool,Sinner,2001,147333,4,0.576,0.96,4,-2.605,1,0.0759,0.000436,0.0000323,0.0659,0.532,120.95,59
Soldiers,Drowning Pool,Full Circle,2004,211506,4,0.569,0.849,11,-6.849,0,0.049,0.00145,0.000262,0.315,0.269,108.434,32
Step Up,Drowning Pool,Desensitized,2004,197293,4,0.431,0.962,6,-3.269,1,0.0789,0.00000834,0.00000504,0.321,0.585,156.103,52
Tear Away,Drowning Pool,Sinner,2001,254200,4,0.611,0.648,0,-4.579,1,0.0441,0.00055,0.0028,0.0846,0.457,132.983,64
A Lesson in Violence,Exodus,Bonded by Blood,1985,228880,4,0.239,0.971,4,-5.06,1,0.129,0.0000604,0.0115,0.366,0.271,93.509,38
Blacklist,Exodus,Tempo of the Damned,2014,376920,4,0.534,0.969,3,-3.378,1,0.0535,0.000359,0.564,0.269,0.598,75.005,54
Blood in Blood Out,Exodus,Blood in Blood Out,2014,222133,4,0.601,0.991,2,-4.08,1,0.131,0.00016,0.00193,0.218,0.327,102.495,32
Bonded by Blood,Exodus,Bonded by Blood,1985,224066,4,0.182,0.96,4,-6.098,0,0.398,0.00015,0.00000752,0.18,0.246,157.106,44
Fabulous Disaster,Exodus,Fabulous Disaster,1989,295053,4,0.348,0.987,1,-5.8,1,0.141,0.000873,0.895,0.823,0.297,104.964,36
Piranha,Exodus,Bonded by Blood,1989,226080,4,0.23,0.932,7,-5.262,1,0.186,0.0000288,0.00192,0.199,0.323,94.897,36
Strike of the Beast,Exodus,Bonded by Blood,1985,237026,4,0.266,0.963,4,-5.366,0,0.164,0.0000736,0.000119,0.412,0.174,93.499,39
The Last Act of Defiance,Exodus,Fabulous Disaster,2015,283453,4,0.491,0.984,9,-5.64,1,0.206,0.00447,0.18,0.121,0.358,108.109,28
The Toxic Waltz,Exodus,Fabulous Disaster,1989,290280,4,0.262,0.988,11,-4.922,0,0.253,0.00655,0.897,0.132,0.227,91.319,49
War Is My Shepherd,Exodus,Tempo of the Damned,2004,267200,4,0.548,0.972,10,-3.271,0,0.0491,0.0000138,0.34,0.325,0.429,103.996,46
A Small Victory,Faith No More,Angel Dust (Deluxe Edition),1992,297133,4,0.494,0.947,9,-7.289,1,0.052,0.00148,0.0308,0.404,0.426,100.03,46
Ashes to Ashes - 2016 Remaster,Faith No More,Album of the Year (2016 Remaster; Deluxe Edition),1997,216200,4,0.572,0.81,0,-7.407,1,0.0274,0.0000852,0.000138,0.0998,0.313,98.459,51
Epic,Faith No More,The Real Thing,1989,293653,4,0.358,0.893,4,-7.486,0,0.12,0.0222,0.0524,0.126,0.262,174.238,65
Evidence - 2016 Remaster,Faith No More,"King for a Day, Fool for a Lifetime (2016 Remaster; Deluxe Edition)",1995,293600,4,0.678,0.801,9,-6.367,0,0.031,0.046,0.00718,0.0765,0.627,98.008,48
Falling to Pieces,Faith No More,The Real Thing,1995,313573,4,0.545,0.919,2,-7.679,1,0.0484,0.00272,0.00511,0.0977,0.387,104.366,52
From Out of Nowhere,Faith No More,The Real Thing,2015,201133,4,0.276,0.989,0,-5.37,0,0.077,0.00102,0.006,0.264,0.0862,161.183,48
King for a Day,Faith No More,"King for a Day, Fool for a Lifetime",1995,395093,4,0.421,0.871,11,-9.193,1,0.0351,0.00608,0.411,0.19,0.383,102.382,39
Last Cup of Sorrow - 2016 Remaster,Faith No More,Album of the Year (2016 Remaster; Deluxe Edition),1997,257866,4,0.489,0.91,4,-6.746,0,0.0545,0.0000319,0.09,0.17,0.645,76.774,43
Midlife Crisis,Faith No More,Angel Dust (Deluxe Edition),1992,259866,4,0.669,0.656,9,-10.549,1,0.0413,0.00113,0.000252,0.0989,0.464,108.098,56
We Care a Lot,Faith No More,Introduce Yourself,1985,243600,4,0.799,0.887,2,-5.775,1,0.0411,0.08,0.0000958,0.0975,0.9,108.919,55
Cars - Remix,Fear Factory,Obsolete (Special Edition),2001,218333,4,0.669,0.819,11,-4.948,0,0.0748,0.0057,0.0000157,0.149,0.539,127.984,44
Demanufacture,Fear Factory,Demanufacture (Special Edition),1995,252853,4,0.547,0.981,1,-4.979,1,0.0934,0.0000429,0.000318,0.0737,0.185,96.035,43
Edgecrusher,Fear Factory,Obsolete (Special Edition),1995,221400,4,0.654,0.794,9,-5.393,1,0.074,0.000203,0.000448,0.208,0.585,122.051,46
Linchpin,Fear Factory,Digimortal,2000,204853,4,0.693,0.871,0,-3.389,1,0.0844,0.00358,0.0000201,0.11,0.533,111.989,55
Replica,Fear Factory,Demanufacture (Special Edition),1995,237360,4,0.574,0.943,11,-5.238,1,0.0769,0.0000369,0.0317,0.366,0.72,112.009,53
Resurrection,Fear Factory,Obsolete (Special Edition),2001,395840,4,0.187,0.903,0,-6.079,1,0.102,0.00119,0.000718,0.493,0.0714,141.019,34
Shock,Fear Factory,Obsolete (Special Edition),1995,297453,4,0.438,0.94,11,-5.287,0,0.104,0.000118,0.0321,0.169,0.411,179.889,40
Zero Signal,Fear Factory,Demanufacture (Special Edition),1995,358280,4,0.312,0.978,1,-5.813,0,0.228,0.00000517,0.0307,0.0895,0.0555,182.958,36
Bad Company,Five Finger Death Punch,War Is the Answer,2009,262440,4,0.558,0.886,11,-4.196,0,0.0482,0.000595,0.0000991,0.0904,0.171,114.041,70
Burn It Down,Five Finger Death Punch,War Is the Answer,2013,213440,4,0.561,0.979,11,-2.962,0,0.145,0.0000196,0.0038,0.0976,0.3,101.998,40
Coming Down,Five Finger Death Punch,American Capitalist,2013,241226,4,0.305,0.991,1,-2.927,0,0.488,0.000619,0,0.11,0.187,76.374,57
Far From Home,Five Finger Death Punch,War Is the Answer,2011,212493,4,0.467,0.688,11,-5.352,0,0.0298,0.00149,0.00000392,0.169,0.229,137.884,63
House of the Rising Sun,Five Finger Death Punch,"The Wrong Side of Heaven and the Righteous Side of Hell, Vol. 2",2009,247388,4,0.452,0.958,4,-3.382,0,0.0982,0.00182,0.00126,0.107,0.256,153.96,62
Lift Me Up,Five Finger Death Punch,"The Wrong Side of Heaven and the Righteous Side of Hell, Vol. 1",2011,246209,4,0.519,0.985,4,-4.157,1,0.138,0.0000966,0,0.208,0.151,75.01,60
The Bleeding,Five Finger Death Punch,The Way of the Fist,2015,271346,4,0.328,0.824,0,-5.611,0,0.0486,0.00168,0,0.116,0.0885,160.025,55
Under and Over It,Five Finger Death Punch,American Capitalist (Deluxe Edition),2011,218133,4,0.473,0.996,11,-3.027,0,0.173,0.0000141,0,0.26,0.0952,76.006,61
Wash It All Away,Five Finger Death Punch,Got Your Six,2015,225705,4,0.488,0.984,4,-3.618,1,0.0715,0.0000228,0,0.28,0.277,123.633,65
Wrong Side of Heaven,Five Finger Death Punch,"The Wrong Side of Heaven and the Righteous Side of Hell, Vol. 1",2013,271000,4,0.483,0.926,4,-5.122,0,0.0667,0.00661,0,0.29,0.528,150.012,67
Absolution,Ghost,Meliora,2015,290946,4,0.564,0.86,7,-5.46,1,0.0362,0.000438,0.0934,0.136,0.323,121.978,45
Cirice,Ghost,Meliora,2015,362093,4,0.555,0.798,3,-5.658,1,0.0279,0.00254,0.0000159,0.171,0.284,89.99,58
Dance Macabre,Ghost,Prequelle,2018,219720,4,0.619,0.696,7,-6.263,0,0.0315,0.0000193,0.00555,0.38,0.727,125.984,62
From The Pinnacle To The Pit,Ghost,Meliora,2015,242640,4,0.47,0.929,2,-4.26,1,0.0565,0.0000844,0.152,0.0745,0.442,89.984,49
He Is,Ghost,Meliora,2015,253173,4,0.496,0.725,7,-5.433,1,0.0284,0.00249,0.00751,0.0895,0.244,100.042,48
Mummy Dust,Ghost,Meliora,2015,247373,4,0.505,0.949,0,-4.862,1,0.0504,0.000545,0.848,0.298,0.355,160.019,51
Rats,Ghost,Prequelle,2019,261573,4,0.524,0.944,2,-5.73,0,0.0839,0.00000611,0.526,0.135,0.24,124.03,56
SECULAR HAZE,Ghost,Infestissumam (Deluxe Version),2013,311333,3,0.443,0.746,10,-5.906,1,0.0302,0.0055,0.25,0.144,0.489,100.017,42
Square Hammer,Ghost,Meliora (Deluxe Edition),2016,239293,4,0.53,0.903,2,-4.396,0,0.0483,0.0000331,0.182,0.259,0.747,129.983,63
Year Zero,Ghost,Infestissumam (Deluxe Version),2015,350186,4,0.469,0.705,7,-5.134,1,0.0458,0.0304,0.0155,0.659,0.137,122.025,57
Awake,Godsmack,Awake,2000,304373,4,0.395,0.756,7,-4.12,1,0.0544,0.0000174,0.00665,0.319,0.475,112.092,66
Bad Religion,Godsmack,Godsmack,2003,193266,4,0.465,0.841,7,-5.657,1,0.113,0.00181,0.0000469,0.107,0.651,154.348,53
Cryin' Like A Bitch!!,Godsmack,The Oracle (Deluxe Edition),2006,201666,4,0.543,0.808,10,-5.484,1,0.0407,0.0000719,0.00336,0.114,0.472,95.19,65
I Stand Alone,Godsmack,Faceless,2003,246040,4,0.219,0.92,0,-4.479,1,0.0623,0.0000281,0,0.102,0.376,166.188,69
Keep Away,Godsmack,Godsmack,1998,290066,4,0.363,0.921,2,-5.192,1,0.0726,0.0000387,0.00585,0.476,0.446,99.265,56
Moon Baby,Godsmack,Godsmack,2003,263133,4,0.257,0.905,6,-6.844,0,0.115,0.0000483,0.00145,0.746,0.428,161.967,51
Straight Out Of Line,Godsmack,Faceless,2003,259133,4,0.377,0.96,7,-4.719,1,0.146,0.000184,0.00274,0.0718,0.386,183.633,53
Under Your Scars,Godsmack,When Legends Rise,2018,231118,4,0.24,0.762,11,-4.156,0,0.0407,0.0583,0.00000207,0.122,0.215,165.26,57
Voodoo,Godsmack,Godsmack,1998,282653,4,0.778,0.614,10,-9.897,0,0.0487,0.17,0.00000261,0.102,0.853,120.005,63
Whatever,Godsmack,Godsmack,2003,206200,4,0.544,0.882,5,-4.864,1,0.119,0.000169,0.0342,0.332,0.595,122.259,60
Backbone,Gojira,From Mars to Sirius,2021,258265,4,0.311,0.993,2,-2.479,1,0.0727,0.0000141,0.00131,0.198,0.118,90.436,54
Born in Winter,Gojira,L'Enfant Sauvage (Special Edition),2016,231000,4,0.59,0.654,5,-7.85,0,0.0265,0.0199,0.721,0.107,0.223,127.996,57
Explosia,Gojira,L'Enfant Sauvage (Special Edition),2012,399320,4,0.265,0.97,5,-5.634,0,0.0892,0.00006,0.741,0.33,0.173,120.335,43
Flying Whales,Gojira,From Mars to Sirius,2005,464453,4,0.266,0.925,7,-3.75,0,0.0834,0.000233,0.0379,0.19,0.2,95.438,63
L'enfant sauvage,Gojira,L'Enfant Sauvage (Special Edition),2012,257733,3,0.143,0.995,8,-5.698,1,0.185,0.000146,0.438,0.364,0.079,87.803,61
Ocean Planet,Gojira,From Mars to Sirius,2005,332760,3,0.316,0.917,4,-2.948,0,0.113,0.0000132,0.0053,0.154,0.183,112.035,50
Silvera,Gojira,Magma,2016,212653,4,0.333,0.959,2,-4.348,1,0.072,0.00000319,0.0563,0.299,0.242,137.052,66
Stranded,Gojira,Magma,2012,269533,4,0.513,0.88,7,-4.69,0,0.0309,0.0000959,0.00614,0.0824,0.495,92.358,70
The Heaviest Matter of the Universe,Gojira,From Mars to Sirius,2005,237840,4,0.243,0.97,5,-2.518,0,0.0878,0.0000026,0.0415,0.284,0.243,102.729,61
Toxic garbage island,Gojira,The way of all flesh,2008,246680,5,0.238,0.98,8,-3.855,1,0.165,0.000004,0.169,0.234,0.13,185.3,56
Civil War,Guns N' Roses,Use Your Illusion II,1990,462093,4,0.33,0.787,10,-8.806,0,0.0732,0.0803,0.0632,0.32,0.382,139.918,67
Estranged,Guns N' Roses,Use Your Illusion II,1991,563893,4,0.358,0.762,11,-8.323,1,0.0324,0.0105,0.282,0.368,0.168,89.246,63
"Knockin' On Heaven's Door - Live At The Marquee Club, London / 1987",Guns N' Roses,Appetite For Destruction (Super Deluxe Edition),1987,299426,4,0.338,0.772,11,-8.499,1,0.0716,0.0533,0.219,0.658,0.347,144.328,30
November Rain,Guns N' Roses,Use Your Illusion I,1991,536066,4,0.294,0.64,11,-9.316,1,0.0291,0.016,0.22,0.112,0.226,79.79,79
Paradise City,Guns N' Roses,Appetite For Destruction,1987,405600,4,0.268,0.98,11,-5.959,1,0.101,0.019,0.00692,0.182,0.39,100.316,80
Patience,Guns N' Roses,Appetite For Destruction (Super Deluxe Edition),1989,354880,4,0.457,0.296,6,-12.511,1,0.0306,0.683,0.000119,0.109,0.333,120.02,72
Rocket Queen,Guns N' Roses,Appetite For Destruction,1987,373266,4,0.446,0.978,5,-5.275,0,0.0443,0.0305,0.162,0.0377,0.399,111.795,60
Sweet Child O' Mine,Guns N' Roses,Appetite For Destruction,1987,356066,4,0.445,0.952,6,-5.321,1,0.0522,0.09,0.0843,0.112,0.624,125.304,86
Welcome To The Jungle,Guns N' Roses,Appetite For Destruction,1987,273480,4,0.454,0.987,8,-4.485,1,0.0881,0.0195,0.279,0.268,0.316,123.61,82
You Could Be Mine,Guns N' Roses,Use Your Illusion II,1991,343640,4,0.349,0.985,10,-5.676,0,0.122,0.00889,0.561,0.36,0.322,151.007,69
